date,score
2018-04-06 12:00,1.8598953387663453
2018-04-14 08:00,2.24151349995244
2018-05-01 06:00,1.6668412551607676
2018-09-17 02:00,1.8496880250427652
2018-09-17 06:00,1.8331125298610436
2018-11-01 22:00,1.9057306750964715
2018-11-02 02:00,2.0433715140507633
2018-11-02 06:00,1.6806605596859654
2018-12-08 19:00,1.958031001387611
2019-01-20 15:00,1.7953950726174306
2019-01-20 19:00,1.9173601315374944
2019-01-20 23:00,1.9246396620377721
2019-01-21 03:00,1.7803656705492688
2019-07-07 09:00,1.9537487682268868
2019-12-02 06:00,1.9278180199570771
2019-12-05 18:00,2.023402859196667
2019-12-05 22:00,2.1041713104911177
2019-12-06 02:00,2.0194341301946603
2019-12-26 17:00,1.8556036754808
2019-12-27 01:00,1.8613163917803965
2019-12-27 09:00,1.705772364620136
